"","FDT_STA_ID","Year","Sample n","SPG codes","SPG codes First","IR2022 Sample n","IR2024 Sample n","IR2026 Sample n","IR2028 Sample n","IR24Temp","IR24pH","IR24DO","IR24SpC","IR26Temp","IR26pH","IR26DO","IR26SpC","IR28Temp","IR28pH","IR28DO","IR28SpC","flag"
"43","2-JKS023.61",2021,30,"TM | AW | TR","TM",NA,36,36,36,94.4444444444444,83.3333333333333,94.4444444444444,47.2222222222222,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,"FLAG"
"44","2-JKS023.61",2022,6,"TR","TR",NA,36,36,36,94.4444444444444,83.3333333333333,94.4444444444444,47.2222222222222,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,"FLAG"
"45","2-JKS026.01",2021,16,"TM | AW","TM",NA,16,16,16,100,75,100,50,100,100,100,100,100,100,100,100,"FLAG"
"46","2-JKS028.69",2021,28,"AW | FP | RB","AW",NA,28,28,28,85.7142857142857,85.7142857142857,85.7142857142857,42.8571428571429,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,"FLAG"
"47","2-JKS030.65",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"48","2-JKS030.65",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"49","2-JKS044.60",2021,510,"RL","RL",NA,674,674,674,65.2818991097923,65.2818991097923,65.2818991097923,32.6409495548961,65.2818991097923,65.2818991097923,65.2818991097923,65.2818991097923,65.2818991097923,65.2818991097923,65.2818991097923,65.2818991097923,"FLAG"
"50","2-JKS044.60",2022,164,"RL","RL",NA,674,674,674,65.2818991097923,65.2818991097923,65.2818991097923,32.6409495548961,65.2818991097923,65.2818991097923,65.2818991097923,65.2818991097923,65.2818991097923,65.2818991097923,65.2818991097923,65.2818991097923,"FLAG"
"51","2-JKS046.40",2021,434,"RL | RB","RL",NA,578,578,578,60.8996539792388,60.8996539792388,60.8996539792388,30.4498269896194,60.8996539792388,60.8996539792388,60.8996539792388,60.8996539792388,60.8996539792388,60.8996539792388,60.8996539792388,60.8996539792388,"FLAG"
"52","2-JKS046.40",2022,144,"RL | RB","RL",NA,578,578,578,60.8996539792388,60.8996539792388,60.8996539792388,30.4498269896194,60.8996539792388,60.8996539792388,60.8996539792388,60.8996539792388,60.8996539792388,60.8996539792388,60.8996539792388,60.8996539792388,"FLAG"
"53","2-JKS048.90",2021,416,"RL","RL",NA,560,560,560,58.2142857142857,58.2142857142857,58.2142857142857,29.1071428571429,58.2142857142857,58.2142857142857,58.2142857142857,58.2142857142857,58.2142857142857,58.2142857142857,58.2142857142857,58.2142857142857,"FLAG"
"54","2-JKS048.90",2022,144,"RL","RL",NA,560,560,560,58.2142857142857,58.2142857142857,58.2142857142857,29.1071428571429,58.2142857142857,58.2142857142857,58.2142857142857,58.2142857142857,58.2142857142857,58.2142857142857,58.2142857142857,58.2142857142857,"FLAG"
"55","2-JKS053.48",2021,112,"RL","RL",NA,156,156,156,53.8461538461538,53.8461538461538,53.8461538461538,26.9230769230769,53.8461538461538,53.8461538461538,53.8461538461538,53.8461538461538,53.8461538461538,53.8461538461538,53.8461538461538,53.8461538461538,"FLAG"
"56","2-JKS053.48",2022,44,"RL","RL",NA,156,156,156,53.8461538461538,53.8461538461538,53.8461538461538,26.9230769230769,53.8461538461538,53.8461538461538,53.8461538461538,53.8461538461538,53.8461538461538,53.8461538461538,53.8461538461538,53.8461538461538,"FLAG"
"57","2-JMS258.54",2021,12,"TR","TR",NA,20,20,20,90,90,90,45,90,90,90,90,90,90,90,90,"FLAG"
"58","2-JMS258.54",2022,8,"TR","TR",NA,20,20,20,90,90,90,45,90,90,90,90,90,90,90,90,"FLAG"
"59","2-JMS270.84",2021,12,"TR","TR",NA,20,20,20,90,90,90,45,90,90,90,90,90,90,90,90,"FLAG"
"60","2-JMS270.84",2022,8,"TR","TR",NA,20,20,20,90,90,90,45,90,90,90,90,90,90,90,90,"FLAG"
"61","2-JMS279.41",2021,59,"BN | TR","BN",NA,80,80,80,55,53.75,53.75,35,55,55,55,55,55,55,55,55,"FLAG"
"62","2-JMS279.41",2022,21,"BN | TR","BN",NA,80,80,80,55,53.75,53.75,35,55,55,55,55,55,55,55,55,"FLAG"
"63","2-JMS298.70",2022,9,"AW | HF","AW",NA,9,9,9,100,77.7777777777778,100,55.5555555555556,100,100,100,100,100,100,100,100,"FLAG"
"64","2-JMS309.13",2022,9,"AW | HF","AW",NA,9,9,9,100,77.7777777777778,100,55.5555555555556,100,100,100,100,100,100,100,100,"FLAG"
"65","2-JMS313.85",2021,24,"AW","AW",NA,33,33,33,93.9393939393939,87.8787878787879,93.9393939393939,48.4848484848485,93.9393939393939,93.9393939393939,93.9393939393939,93.9393939393939,93.9393939393939,93.9393939393939,93.9393939393939,93.9393939393939,"FLAG"
"66","2-JMS313.85",2022,9,"AW | HF","AW",NA,33,33,33,93.9393939393939,87.8787878787879,93.9393939393939,48.4848484848485,93.9393939393939,93.9393939393939,93.9393939393939,93.9393939393939,93.9393939393939,93.9393939393939,93.9393939393939,93.9393939393939,"FLAG"
"67","2-JMS342.43",2022,9,"AW | HF","AW",NA,9,9,9,100,77.7777777777778,100,55.5555555555556,100,100,100,100,100,100,100,100,"FLAG"
"68","2-JMS345.73",2022,9,"AW | HF","AW",NA,9,9,9,100,77.7777777777778,100,55.5555555555556,100,100,100,100,100,100,100,100,"FLAG"
"69","2-JTH001.52",2021,16,"TM | RB","TM",NA,26,26,26,92.3076923076923,92.3076923076923,92.3076923076923,46.1538461538462,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,"FLAG"
"70","2-JTH001.52",2022,10,"TM | RB","TM",NA,26,26,26,92.3076923076923,92.3076923076923,92.3076923076923,46.1538461538462,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,"FLAG"
"71","2-JTH006.53",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"72","2-LIP001.00",2021,24,"AW","AW",NA,24,24,24,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"73","2-LMC000.40",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"74","2-LMC000.40",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"75","2-MFL001.65",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"76","2-MIV000.39",2021,24,"AW","AW",NA,24,24,24,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"77","2-POL008.53",2021,26,"AW","AW",NA,26,26,26,92.3076923076923,92.3076923076923,92.3076923076923,46.1538461538462,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,"FLAG"
"78","2-POL017.59",2021,210,"RL","RL",NA,306,306,306,73.5294117647059,73.5294117647059,73.5294117647059,34.9673202614379,73.5294117647059,73.5294117647059,73.5294117647059,73.5294117647059,73.5294117647059,73.5294117647059,73.5294117647059,73.5294117647059,"FLAG"
"79","2-POL017.59",2022,96,"RL","RL",NA,306,306,306,73.5294117647059,73.5294117647059,73.5294117647059,34.9673202614379,73.5294117647059,73.5294117647059,73.5294117647059,73.5294117647059,73.5294117647059,73.5294117647059,73.5294117647059,73.5294117647059,"FLAG"
"80","2-POT000.12",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"81","2-POT000.12",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"82","2-POT007.48",2021,24,"AW","AW",NA,24,24,24,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"83","2-PTR007.37",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"84","2-RED003.65",2021,4,"FP","FP",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"85","2-RNG000.41",2022,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"86","2-RTD003.08",2021,26,"AW","AW",NA,26,26,26,92.3076923076923,92.3076923076923,92.3076923076923,46.1538461538462,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,"FLAG"
"87","2-THK000.03",2021,4,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"88","2-THK000.03",2022,2,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"89","2-THK001.31",2021,10,"TM","TM",NA,18,18,18,88.8888888888889,88.8888888888889,88.8888888888889,44.4444444444444,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,"FLAG"
"90","2-THK001.31",2022,8,"TM","TM",NA,18,18,18,88.8888888888889,88.8888888888889,88.8888888888889,44.4444444444444,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,"FLAG"
"91","2-XRD001.28",2022,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"92","2-XUL000.10",2021,16,"TM","TM",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"93","2-XUL000.10",2022,2,"TM","TM",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"94","2ABGK002.63",2021,4,"FP","FP",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"95","2ACAT016.66",2022,2,"FP","FP",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"96","2ACAT037.85",2021,4,"FP","FP",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"97","2ACAT037.85",2022,2,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"98","2AJMS333.05",2021,4,"FP","FP",NA,4,4,4,50,50,50,25,50,50,50,50,50,50,50,50,"FLAG"
"99","2BACH001.62",2022,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"100","2BCTE001.75",2021,4,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"101","2BCTE001.75",2022,2,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"102","2BFWN000.66",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"103","2BHOY002.92",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"104","2BJMS221.84",2022,12,"HF","HF",NA,12,12,12,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"105","2BJMS229.14",2021,24,"AW","AW",NA,36,36,36,94.4444444444444,94.4444444444444,94.4444444444444,47.2222222222222,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,"FLAG"
"106","2BJMS229.14",2022,12,"HF","HF",NA,36,36,36,94.4444444444444,94.4444444444444,94.4444444444444,47.2222222222222,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,"FLAG"
"107","2BJMS248.90",2022,14,"HF","HF",NA,14,14,14,85.7142857142857,85.7142857142857,85.7142857142857,42.8571428571429,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,85.7142857142857,"FLAG"
"108","2BJMS259.12",2022,12,"HF","HF",NA,12,12,12,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"109","2BJMS267.05",2022,12,"HF","HF",NA,12,12,12,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"110","2BJMS282.98",2022,12,"HF","HF",NA,12,12,12,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"111","2BJMS287.57",2022,6,"HF","HF",NA,6,6,6,100,100,100,0,100,100,100,100,100,100,100,100,"FLAG"
"112","2BPOL010.84",2022,2,"FP","FP",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"113","2BSTW006.56",2021,4,"FP","FP",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"114","2BXBJ000.03",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"115","4AALN009.12",2021,12,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"116","4AALN009.12",2022,4,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"117","4AALN016.38",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"118","4ABAN005.58",2021,12,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"119","4ABAN005.58",2022,4,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"120","4ABAN012.46",2021,66,"RL","RL",NA,90,90,90,84.4444444444444,84.4444444444444,84.4444444444444,42.2222222222222,84.4444444444444,84.4444444444444,84.4444444444444,84.4444444444444,84.4444444444444,84.4444444444444,84.4444444444444,84.4444444444444,"FLAG"
"121","4ABAN012.46",2022,24,"RL","RL",NA,90,90,90,84.4444444444444,84.4444444444444,84.4444444444444,42.2222222222222,84.4444444444444,84.4444444444444,84.4444444444444,84.4444444444444,84.4444444444444,84.4444444444444,84.4444444444444,84.4444444444444,"FLAG"
"122","4ABAN039.76",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"123","4ABAN039.76",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"124","4ABAU011.17",2021,4,"FP","FP",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"125","4ABCE001.32",2021,2,"TM","TM",NA,8,8,8,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"126","4ABCE001.32",2022,6,"TM","TM",NA,8,8,8,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"127","4ABHB004.40",2021,166,"RL","RL",NA,256,256,256,45.3125,45.3125,45.3125,22.65625,45.3125,45.3125,45.3125,45.3125,45.3125,45.3125,45.3125,45.3125,"FLAG"
"128","4ABHB004.40",2022,90,"RL","RL",NA,256,256,256,45.3125,45.3125,45.3125,22.65625,45.3125,45.3125,45.3125,45.3125,45.3125,45.3125,45.3125,45.3125,"FLAG"
"129","4ABMA002.00",2021,12,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"130","4ABMA002.00",2022,4,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"131","4ABMA005.64",2022,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"132","4ABMN000.65",2022,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"133","4ABNN002.17",2021,4,"FP","FP",NA,8,8,8,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"134","4ABNN002.17",2022,4,"FP","FP",NA,8,8,8,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"135","4ABNR000.40",2021,12,"IM | TR","IM",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"136","4ABNR000.40",2022,6,"IM | TR","IM",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"137","4ABOE001.34",2021,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"138","4ABOR000.62",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"139","4ABOR000.62",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"140","4ABOR016.26",2021,12,"IM","IM",NA,12,12,12,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"141","4ABOR028.29",2021,4,"FP","FP",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"142","4ABOY002.02",2021,4,"FP","FP",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"143","4ABPD001.76",2021,4,"FP","FP",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"144","4ABRY000.42",2021,12,"IM","IM",NA,17,17,17,100,100,100,47.0588235294118,100,100,100,100,100,100,100,100,"FLAG"
"145","4ABRY000.42",2022,5,"IM","IM",NA,17,17,17,100,100,100,47.0588235294118,100,100,100,100,100,100,100,100,"FLAG"
"146","4ABSA000.62",2021,492,"RL","RL",NA,636,636,636,69.4968553459119,69.4968553459119,69.4968553459119,34.748427672956,69.4968553459119,69.4968553459119,69.4968553459119,69.4968553459119,69.4968553459119,69.4968553459119,69.4968553459119,69.4968553459119,"FLAG"
"147","4ABSA000.62",2022,144,"RL","RL",NA,636,636,636,69.4968553459119,69.4968553459119,69.4968553459119,34.748427672956,69.4968553459119,69.4968553459119,69.4968553459119,69.4968553459119,69.4968553459119,69.4968553459119,69.4968553459119,69.4968553459119,"FLAG"
"148","4ABSF001.15",2021,12,"TR | IM","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"149","4ABSF001.15",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"150","4ABST001.13",2021,110,"RL","RL",NA,188,188,188,36.1702127659575,35.1063829787234,36.1702127659575,18.0851063829787,36.1702127659575,36.1702127659575,36.1702127659575,36.1702127659575,36.1702127659575,36.1702127659575,36.1702127659575,36.1702127659575,"FLAG"
"151","4ABST001.13",2022,78,"RL","RL",NA,188,188,188,36.1702127659575,35.1063829787234,36.1702127659575,18.0851063829787,36.1702127659575,36.1702127659575,36.1702127659575,36.1702127659575,36.1702127659575,36.1702127659575,36.1702127659575,36.1702127659575,"FLAG"
"152","4ABWA002.00",2021,14,"IM","IM",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"153","4ABWA002.00",2022,4,"IM","IM",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"154","4ABWR002.50",2021,530,"RL","RL",NA,694,694,694,57.3487031700288,57.3487031700288,57.3487031700288,28.6743515850144,57.3487031700288,57.3487031700288,57.3487031700288,57.3487031700288,57.3487031700288,57.3487031700288,57.3487031700288,57.3487031700288,"FLAG"
"155","4ABWR002.50",2022,164,"RL","RL",NA,694,694,694,57.3487031700288,57.3487031700288,57.3487031700288,28.6743515850144,57.3487031700288,57.3487031700288,57.3487031700288,57.3487031700288,57.3487031700288,57.3487031700288,57.3487031700288,57.3487031700288,"FLAG"
"156","4ABWR010.55",2021,470,"RL","RL",NA,614,614,614,62.8664495114006,62.8664495114006,62.8664495114006,31.4332247557003,62.8664495114006,62.8664495114006,62.8664495114006,62.8664495114006,62.8664495114006,62.8664495114006,62.8664495114006,62.8664495114006,"FLAG"
"157","4ABWR010.55",2022,144,"RL","RL",NA,614,614,614,62.8664495114006,62.8664495114006,62.8664495114006,31.4332247557003,62.8664495114006,62.8664495114006,62.8664495114006,62.8664495114006,62.8664495114006,62.8664495114006,62.8664495114006,62.8664495114006,"FLAG"
"158","4ABWR017.42",2021,134,"RL","RL",NA,178,178,178,50.561797752809,50.561797752809,50.561797752809,25.2808988764045,50.561797752809,50.561797752809,50.561797752809,50.561797752809,50.561797752809,50.561797752809,50.561797752809,50.561797752809,"FLAG"
"159","4ABWR017.42",2022,44,"RL","RL",NA,178,178,178,50.561797752809,50.561797752809,50.561797752809,25.2808988764045,50.561797752809,50.561797752809,50.561797752809,50.561797752809,50.561797752809,50.561797752809,50.561797752809,50.561797752809,"FLAG"
"160","4ABWR019.75",2021,14,"TR | IM","TR",NA,20,20,20,90,90,90,45,90,90,90,90,90,90,90,90,"FLAG"
"161","4ABWR019.75",2022,6,"TR","TR",NA,20,20,20,90,90,90,45,90,90,90,90,90,90,90,90,"FLAG"
"162","4ABWR028.90",2022,2,"TM","TM",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"163","4ABWR045.80",2021,14,"TR","TR",NA,20,20,20,90,90,90,45,90,90,90,90,90,90,90,90,"FLAG"
"164","4ABWR045.80",2022,6,"TR | IM","TR",NA,20,20,20,90,90,90,45,90,90,90,90,90,90,90,90,"FLAG"
"165","4ABWR054.81",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"166","4ABWR054.81",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"167","4ABWR061.20",2021,12,"TR | IM","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"168","4ABWR061.20",2022,6,"IM | TR","IM",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"169","4ACAS003.45",2022,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"170","4ACCK001.80",2021,408,"RL","RL",NA,572,572,572,58.3916083916084,58.3916083916084,58.3916083916084,29.1958041958042,58.3916083916084,58.3916083916084,58.3916083916084,58.3916083916084,58.3916083916084,58.3916083916084,58.3916083916084,58.3916083916084,"FLAG"
"171","4ACCK001.80",2022,164,"RL","RL",NA,572,572,572,58.3916083916084,58.3916083916084,58.3916083916084,29.1958041958042,58.3916083916084,58.3916083916084,58.3916083916084,58.3916083916084,58.3916083916084,58.3916083916084,58.3916083916084,58.3916083916084,"FLAG"
"172","4ACNT001.32",2021,4,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"173","4ACNT001.32",2022,2,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"174","4ACOA000.60",2021,482,"RL","RL",NA,626,626,626,64.5367412140575,64.5367412140575,64.5367412140575,32.2683706070287,64.5367412140575,64.5367412140575,64.5367412140575,64.5367412140575,64.5367412140575,64.5367412140575,64.5367412140575,64.5367412140575,"FLAG"
"175","4ACOA000.60",2022,144,"RL","RL",NA,626,626,626,64.5367412140575,64.5367412140575,64.5367412140575,32.2683706070287,64.5367412140575,64.5367412140575,64.5367412140575,64.5367412140575,64.5367412140575,64.5367412140575,64.5367412140575,64.5367412140575,"FLAG"
"176","4ACOX007.50",2021,4,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"177","4ACOX007.50",2022,2,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"178","4ACUB010.96",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"179","4ACUB010.96",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"180","4ADAN015.30",2021,12,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"181","4ADAN015.30",2022,4,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"182","4ADAN028.90",2021,12,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"183","4ADAN028.90",2022,4,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"184","4ADAN041.64",2021,2,"FP","FP",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"185","4ADAN053.40",2021,22,"AW","AW",NA,22,22,22,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"186","4ADAN059.97",2022,10,"AW","AW",NA,10,10,10,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"187","4ADAN075.22",2021,12,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"188","4ADAN075.22",2022,4,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"189","4ADAN187.94",2021,296,"RL","RL",NA,376,376,376,86.7021276595745,75.531914893617,86.7021276595745,43.3510638297872,86.7021276595745,86.7021276595745,86.7021276595745,86.7021276595745,86.7021276595745,86.7021276595745,86.7021276595745,86.7021276595745,"FLAG"
"190","4ADAN187.94",2022,80,"RL","RL",NA,376,376,376,86.7021276595745,75.531914893617,86.7021276595745,43.3510638297872,86.7021276595745,86.7021276595745,86.7021276595745,86.7021276595745,86.7021276595745,86.7021276595745,86.7021276595745,86.7021276595745,"FLAG"
"191","4ADAN194.10",2021,502,"RL","RL",NA,614,614,614,79.1530944625407,68.7296416938111,79.1530944625407,39.5765472312704,79.1530944625407,79.1530944625407,79.1530944625407,79.1530944625407,79.1530944625407,79.1530944625407,79.1530944625407,79.1530944625407,"FLAG"
"192","4ADAN194.10",2022,112,"RL","RL",NA,614,614,614,79.1530944625407,68.7296416938111,79.1530944625407,39.5765472312704,79.1530944625407,79.1530944625407,79.1530944625407,79.1530944625407,79.1530944625407,79.1530944625407,79.1530944625407,79.1530944625407,"FLAG"
"193","4AELK005.44",2021,26,"AW","AW",NA,31,31,31,100,100,100,51.6129032258064,100,100,100,100,100,100,100,100,"FLAG"
"194","4AELK005.44",2022,5,"IM","IM",NA,31,31,31,100,100,100,51.6129032258064,100,100,100,100,100,100,100,100,"FLAG"
"195","4AFLT002.60",2021,14,"TR","TR",NA,18,18,18,88.8888888888889,88.8888888888889,88.8888888888889,44.4444444444444,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,"FLAG"
"196","4AFLT002.60",2022,4,"TR","TR",NA,18,18,18,88.8888888888889,88.8888888888889,88.8888888888889,44.4444444444444,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,"FLAG"
"197","4AFRV010.99",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"198","4AFRV010.99",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"199","4AFSF000.66",2021,26,"AW","AW",NA,26,26,26,92.3076923076923,92.3076923076923,92.3076923076923,46.1538461538462,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,"FLAG"
"200","4AGEO006.73",2022,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"201","4AGIB000.66",2021,12,"IM","IM",NA,16,16,16,37.5,37.5,37.5,18.75,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,"FLAG"
